1	2	3	4	5	6	7	8	9	10	11	12
2.2573	1.055	0.6362	0.3613	0.2287	0.1537	0.0482	0.0496	0.0511	0.0524	0.0511	0.0519
1.9604	0.8025	0.4473	0.2779	0.1614	0.1134	0.1386	0.1576	0.1879	0.1958	0.2344	0.2952
1.9742	0.7851	0.4871	0.268	0.1671	0.1122	0.6438	0.8089	0.8716	0.8504	0.9255	0.8893
0.6297	0.3892	0.2617	0.1937	0.1431	0.1296	0.6396	0.3814	0.3397	0.3223	0.3359	0.3547
0.618	0.4048	0.2891	0.1981	0.1447	0.125	0.3028	0.3315	0.3291	0.3218	0.3309	0.3333
0.7372	0.4246	0.297	0.2187	0.1738	0.1365	0.4016	0.3606	0.3599	0.3667	0.3864	0.3967
0.6774	0.4925	0.3094	0.2137	0.174	0.1366	0.3527	0.3549	0.3542	0.3381	0.4257	0.3649
0.2541	0.1519	0.108	0.0861	0.0725	0.0687	0.1395	0.1767	0.1486	0.1679	0.1691	0.21
