1	2	3	4	5	6	7	8	9	10	11	12
1.7431	0.8325	0.6412	0.4282	0.2934	0.2436	0.0563	0.0493	0.0489	0.0489	0.05	0.0533
1.5324	0.7372	0.4322	0.2632	0.1438	0.1363	0.2462	0.2525	0.2545	0.2806	0.2718	0.2828
1.4031	0.7792	0.4429	0.2838	0.2052	0.1533	0.7876	0.8143	0.7696	0.7459	0.7955	0.7527
0.9555	0.5729	0.3941	0.2699	0.2116	0.1805	0.7648	0.4782	0.451	0.4502	0.4837	0.4407
0.9977	0.6502	0.4067	0.2786	0.213	0.1774	0.4088	0.474	0.4445	0.4665	0.4525	0.4498
1.1022	0.7081	0.4522	0.3373	0.2423	0.2324	0.4717	0.4772	0.4784	0.5131	0.5711	0.543
1.1092	0.7698	0.5032	0.3662	0.2826	0.2282	0.5391	0.5871	0.5687	0.5635	0.602	0.5362
0.4971	0.2684	0.2109	0.1701	0.1436	0.1396	0.2341	0.2388	0.2436	0.2509	0.2327	0.2747
