1	2	3	4	5	6	7	8	9	10	11	12
1.9237	1.06	0.5937	0.3585	0.2198	0.1411	0.0559	0.0483	0.0495	0.0465	0.0478	0.0619
1.7068	0.7408	0.4341	0.2569	0.1597	0.1144	0.1504	0.1638	0.1802	0.204	0.2174	0.2634
1.6108	0.7005	0.4146	0.2488	0.1762	0.1073	0.5197	0.643	0.6687	0.8706	0.9282	0.9378
0.4724	0.2793	0.1961	0.147	0.1192	0.1088	0.7319	0.4302	0.3144	0.3206	0.3086	0.3655
0.4824	0.2753	0.1878	0.1452	0.1203	0.1071	0.25	0.2853	0.277	0.2831	0.2765	0.3044
0.5031	0.2965	0.2086	0.1494	0.1288	0.1141	0.3519	0.3047	0.2919	0.3205	0.3177	0.3559
0.4881	0.2997	0.2116	0.162	0.1332	0.111	0.2837	0.2716	0.2726	0.2696	0.282	0.2862
0.3097	0.1994	0.1138	0.0832	0.0759	0.0661	0.1756	0.1701	0.1585	0.1803	0.1885	0.2124
