1	2	3	4	5	6	7	8	9	10	11	12
0.1208	0.097	0.0981	0.0916	1.327	0.5185	0.3142	0.1998	1.4063	0.6065	0.3271	0.2348
0.1367	0.1044	0.1117	0.0843	0.1091	0.1071	0.1065	0.1036	0.102	0.108	0.0818	0.1521
0.252	0.2141	0.1982	0.1647	0.2034	0.1598	0.1799	0.1809	0.1968	0.1815	0.1437	0.19
0.2517	0.2005	0.2167	0.1626	0.2044	0.1898	0.1786	0.1639	0.1809	0.1602	0.1488	0.1946
0.2266	0.2127	0.2111	0.1687	0.2016	0.1733	0.1572	0.1797	0.2053	0.1922	0.1539	0.2207
0.1947	0.1638	0.1968	0.1591	0.1633	0.1658	0.1895	0.1679	0.1662	0.1745	0.1426	0.1868
0.1433	0.1134	0.1211	0.1035	0.0997	0.0998	0.1248	0.0948	0.1101	0.1051	0.0753	0.1255
0.1589	0.5815	0.1274	0.1068	0.115	0.1133	0.085	0.1098	0.1082	0.1107	0.1269	0.1412
