1	2	3	4	5	6	7	8	9	10	11	12
0.0444	0.0458	0.0457	0.0455	1.9822	1.0431	0.4685	0.2131	1.8964	1.0883	0.5459	0.2632
0.1499	0.1693	0.1794	0.177	0.1407	0.1244	0.0628	0.0852	0.0676	0.0737	0.0663	0.06
0.2635	0.3456	0.3343	0.3421	0.269	0.1975	0.0703	0.098	0.1059	0.0998	0.0862	0.0658
0.1198	0.1623	0.1702	0.1869	0.1356	0.1131	0.0595	0.0829	0.0777	0.0784	0.0721	0.0625
0.1797	0.2086	0.2277	0.2289	0.3863	0.3668	0.0775	0.0697	0.0698	0.0708	0.098	0.0958
0.1723	0.2139	0.2732	0.2337	0.3669	0.3444	0.0805	0.0794	0.0711	0.0711	0.0955	0.098
0.1814	0.2122	0.2402	0.2417	0.4047	0.3958	0.0766	0.0702	0.0711	0.0696	0.0904	0.0903
0.1933	0.2202	0.2567	0.2661	0.3745	0.3606	0.0764	0.0728	0.0759	0.0739	0.0979	0.0992
