1	2	3	4	5	6	7	8	9	10	11	12
0.0456	0.0466	0.0459	0.0478	1.8569	0.9936	0.4272	0.2287	1.6872	0.9464	0.4321	0.2343
0.2179	0.1591	0.1757	0.1698	0.1913	0.1292	0.1889	0.1142	0.0848	0.1065	0.1086	0.1104
0.2841	0.3676	0.2936	0.3532	0.3083	0.2819	0.2158	0.1558	0.123	0.1145	0.139	0.1224
0.1618	0.1724	0.1709	0.1724	0.1661	0.1777	0.1468	0.1063	0.0935	0.0822	0.1027	0.1554
0.2222	0.2343	0.2468	0.2325	0.3522	0.3225	0.2946	0.1767	0.1115	0.085	0.1972	0.2324
0.2166	0.2435	0.2268	0.2367	0.3298	0.324	0.3459	0.1918	0.1151	0.0881	0.2108	0.2051
0.2206	0.2402	0.2274	0.2226	0.3448	0.3106	0.3011	0.1734	0.1078	0.0861	0.2257	0.2235
0.2097	0.2411	0.238	0.2242	0.3196	0.2992	0.3031	0.1536	0.1033	0.0848	0.1933	0.2115
