1	2	3	4	5	6	7	8	9	10	11	12
2.7362	2.521	2.4883	2.3758	2.1193	1.9739	1.5605	1.3442	1.0214	0.6407	0.4644	0.2866
0.2268	0.2686	0.3063	0.3568	0.4047	0.4307	0.4051	0.4824	0.4655	0.5075	0.5056	0.9721
0.9021	0.857	0.8994	0.8775	0.8809	0.9162	0.8955	0.907	0.8792	0.8601	0.8797	0.978
0.1297	0.1317	0.1284	0.1324	0.1302	0.1292	0.1384	0.1364	0.1325	0.1329	0.143	0.1466
0.1806	0.1836	0.1904	0.1857	0.1997	0.1865	0.1808	0.1772	0.1828	0.1856	0.1862	0.1964
0.2082	0.1826	0.181	0.1716	0.179	0.1853	0.1762	0.1885	0.1794	0.1785	0.1922	0.1976
0.1928	0.201	0.2	0.1946	0.1909	0.1929	0.1947	0.1933	0.1938	0.1891	0.2568	0.2171
0.251	0.2144	0.2089	0.2014	0.0739	0.2051	0.2111	0.1945	0.2272	0.2017	0.2065	0.2212
