1	2	3	4	5	6	7	8	9	10	11	12
0.0596	0.0547	0.0486	0.0487	1.4873	0.69	0.3364	0.1645	1.499	0.6265	0.3588	0.1853
0.0701	0.0504	0.054	0.0489	0.0578	0.0502	0.0487	0.0492	0.0577	0.0504	0.0491	0.0497
0.0904	0.1034	0.0984	0.0965	0.1116	0.1051	0.0992	0.0977	0.1146	0.0954	0.0879	0.0969
0.0884	0.1049	0.0975	0.095	0.1174	0.1048	0.0972	0.0968	0.1175	0.0985	0.0843	0.0973
0.1006	0.127	0.1189	0.1107	0.161	0.1274	0.1242	0.1191	0.1774	0.1318	0.1141	0.1167
0.1085	0.1197	0.1071	0.1021	0.1473	0.116	0.1124	0.1057	0.153	0.1207	0.097	0.1007
0.0563	0.0593	0.0532	0.0568	0.056	0.0569	0.0593	0.0545	0.0572	0.0526	0.052	0.0517
0.0618	0.0559	0.0545	0.0521	0.0604	0.0546	0.052	0.051	0.0572	0.0553	0.0524	0.0548
