1	2	3	4	5	6	7	8	9	10	11	12
0.054	0.0543	0.0533	0.0524	1.3514	0.5604	0.2761	0.1562	1.288	0.5167	0.3172	0.1594
0.0792	0.0645	0.0546	0.054	0.0734	0.0666	0.0558	0.0532	0.0766	0.0623	0.0565	0.0625
0.2149	0.4325	0.4164	0.4239	0.641	0.4098	0.4575	0.4211	0.5124	0.3822	0.2264	0.1155
0.2805	0.4145	0.3935	0.497	0.6232	0.4657	0.4851	0.363	0.4577	0.3847	0.2287	0.0919
0.1938	0.2204	0.1922	0.2115	0.3826	0.2439	0.2481	0.2412	0.4013	0.2696	0.2012	0.0762
0.1403	0.3365	0.37	0.3672	0.4475	0.3662	0.3712	0.3409	0.457	0.3564	0.3004	0.1719
0.0701	0.0609	0.06	0.0611	0.0762	0.0662	0.0595	0.0611	0.1036	0.0726	0.056	0.0571
0.0919	0.0703	0.0621	0.0592	0.0773	0.0667	0.061	0.0553	0.0713	0.0658	0.06	0.0609
