1	2	3	4	5	6	7	8	9	10	11	12
0.069	0.0656	0.0645	0.0644	1.1346	0.4416	0.2397	0.1563	1.1618	0.5169	0.2858	0.1724
0.0772	0.0719	0.0698	0.0669	0.0757	0.075	0.0766	0.0741	0.0841	0.0639	0.0766	0.0727
0.1013	0.0969	0.0945	0.0795	0.0858	0.0818	0.0808	0.0812	0.0957	0.0874	0.1016	0.0915
0.0954	0.089	0.0889	0.0832	0.0874	0.0761	0.0798	0.0729	0.0879	0.0874	0.0886	0.0829
0.1056	0.1046	0.1012	0.1039	0.0964	0.1027	0.0969	0.1004	0.0994	0.0945	0.0982	0.1068
0.0946	0.0959	0.0982	0.0938	0.0943	0.0891	0.0939	0.0888	0.108	0.105	0.0994	0.1004
0.0837	0.0648	0.0734	0.0658	0.068	0.0622	0.0636	0.067	0.0755	0.0698	0.0708	0.0686
0.0837	0.0765	0.0731	0.0695	0.0737	0.0716	0.0727	0.0696	0.0771	0.0733	0.0752	0.0764
