1	2	3	4	5	6	7	8	9	10	11	12
0.0528	0.0474	0.0472	0.0475	1.4581	0.6567	0.3328	0.1635	1.385	0.5912	0.2937	0.1563
0.0691	0.0555	0.0519	0.0511	0.0672	0.0553	0.0523	0.0529	0.0668	0.0562	0.0526	0.0522
0.0665	0.0821	0.0896	0.0868	0.0782	0.1177	0.0931	0.0894	0.1003	0.089	0.0967	0.0967
0.0645	0.0859	0.0886	0.0906	0.0883	0.0961	0.0924	0.0929	0.1003	0.0875	0.0953	0.0699
0.0757	0.1012	0.1039	0.1014	0.0991	0.1022	0.1031	0.1072	0.1089	0.1087	0.1115	0.0804
0.0746	0.0916	0.1065	0.0976	0.092	0.0967	0.0974	0.0949	0.0958	0.0924	0.0945	0.0796
0.0492	0.0526	0.0544	0.0557	0.0581	0.0571	0.0552	0.0546	0.0528	0.0555	0.0537	0.0519
0.0737	0.0541	0.0525	0.0517	0.054	0.0529	0.0541	0.054	0.0521	0.0551	0.0531	0.0558
