1	2	3	4	5	6	7	8	9	10	11	12
0.0694	0.0584	0.0581	0.0599	1.6709	0.6805	0.3024	0.1473	1.5534	0.7047	0.3266	0.3144
0.0899	0.0698	0.0636	0.0626	0.0831	0.0676	0.0638	0.063	0.0797	0.0703	0.0687	0.0975
1.3712	1.3107	1.3413	1.413	1.3538	1.2622	1.2817	1.3036	1.2587	1.2044	1.3213	1.3651
1.2459	1.1796	1.2155	1.2335	1.0138	1.0861	1.172	1.2193	1.1696	1.1578	1.1998	1.16
0.3563	0.2963	0.3307	0.3309	0.3039	0.2997	0.2662	0.3017	0.3374	0.3651	0.3887	0.3523
0.3562	0.393	0.3917	0.3859	0.3547	0.3747	0.396	0.3919	0.381	0.4002	0.3882	0.3479
0.074	0.0638	0.0607	0.0591	0.0678	0.0642	0.0611	0.0595	0.0665	0.0604	0.059	0.0776
0.0736	0.4091	0.0592	0.06	0.0705	0.0601	0.0578	0.0585	0.0665	0.0628	0.0551	0.0993
